id	term	variants	translation	stem	forms	note	category	status
lay_trap	Lay Trap		установити пастку			здатність установлення пастки	Механіки	
mouthknife	mouthknife	Mouthknives	ротовий ніж			ротові ножі	Предмети	
grass_sprig	grass sprig	Grass Sprigs	пучок трави			гілочки трави	Предмети	
animal_hat	animal hat	Animal Hats	капелюх у вигляді тварини			капелюхи у вигляді тварин	Предмети	
magus_headdress_2	magus headdress	Magus Headdresses	головний убір мага			головні убори мага	Предмети	
detection	Detection		виявлення			здатність виявлення	Механіки	
eternal	Eternal	Eternals	Вічний			спільнота Вічних	Фракції	
mimic_other	Mimic Other		імітувати іншого			здатність імітації іншого	Механіки	
indominable	Indominable		непоборність			особлива здатність істоти	Механіки	
self_destruct	Self Destruct		самознищення			самознищення автоматона	Механіки	
evasion	Evasion	[Evasion]	ухилення			ухилення від атак	Механіки	
bleeding_attacks	Bleeding Attacks		кровоточиві атаки			атаки, що спричиняють кровотечу	Механіки	
verona	Verona		Верона			ім'я персонажки	Персонажі	
aleera	Aleera		Аліра			ім'я персонажки	Персонажі	
marishka	Marishka		Марішка			ім'я персонажки	Персонажі	
poisoned_attacks	Poisoned Attacks		отруєні атаки			отруєні атаки	Механіки	
strafing	Strafing		рух боком			рух боком під час бою	Механіки	
shield_bash	Shield Bash		удар щитом			удар щитом	Механіки	
double_strike	Double Strike		подвійний удар			подвійний удар	Механіки	
bounty_hunter_hat	Bounty Hunter Hat		капелюх мисливця за головами			капелюх мисливця за головами	Предмети	
fireball_spray	Fireball Spray		залп вогняних куль			залп вогняних куль	Закляття	
conjure_hellspawn	Conjure Hellspawn		виклик пекельної істоти			виклик пекельної істоти	Закляття	
hellspawn	Hellspawn		породження пекла			пекельна істота	Істоти	
conjure_shadows	Conjure Shadows		виклик тіней			виклик тіней	Закляття	
hail_of_boulders	Hail of Boulders		град валунів			град валунів	Закляття	
lava_portal	Lava Portal		лавовий портал			лавовий портал	Закляття	
lightning_volley	Lightning Volley		залп блискавок			залп блискавок	Закляття	
command_darkness	Command Darkness		керування темрявою			керування темрявою	Закляття	
call_firestorm	Call Firestorm		виклик вогняної бурі			виклик вогняної бурі	Закляття	
blood_field	Blood Field		криваве поле			криваве поле	Закляття	
magic_missile_volley	Magic Missile Volley		залп магічних снарядів			залп магічних снарядів	Закляття	
command_automata	Command Automata		керування автоматонами			керування автоматонами	Закляття	
devour_equipment	Devour Equipment		пожерти спорядження			здібність пожирання спорядження	Механіки	
destroy_obstacle	Destroy Obstacle		зруйнувати перешкоду			здатність руйнувати перешкоди	Механіки	
jester_hat	Jester Hat		капелюх блазня			капелюх блазня	Предмети	
cloak_of_magic_reflection	cloak of Magic Reflection	Cloaks of Magic Reflection	плащ відбиття магії			плащі відбиття магії	Предмети	
cursing_attack	Cursing Attack	Cursing Attacks	атака з прокляттям			атаки, що накладають прокляття	Механіки	
radiant_form	Radiant Form		сяйна форма			сяйна форма саламандри	Механіки	
stone_form	Stone Form		кам'яна форма			кам'яна форма саламандри	Механіки	
silver_weapon	silver weapon	Silver Weapons	срібна зброя			срібна зброя	Предмети	
fire_spirit	fire spirit	fire spirits	дух вогню			вогняні духи	Істоти	
fire_dart	Fire Dart		вогняний дротик			закляття вогняного дротика	Закляття	
cave_in	Cave In		обвал			здатність обвалу печери	Закляття	
distract	Distract	[Distract]	відволікання			здатність відволікання	Закляття	
invulnerable	Invulnerable		невразливий			стан невразливості	Механіки	
wooden	wooden		дерев'яний			Дерев'яний матеріал або рівень якості спорядження.	Механіки	
waterwalking	Waterwalking	[Waterwalking]	ходіння по воді			Здатність пересуватися по воді.	Механіки	
lavawalking	Lavawalking		ходіння по лаві			Здатність пересуватися по лаві.	Механіки	
spray_water	Spray Water		розбризкування води			Здатність розбризкувати воду.	Закляття	
spray_flames	Spray Flames		розбризкування полум'я			Здатність розбризкувати полум'я.	Закляття	
spray_tar	Spray Tar		розбризкування смоли			Здатність розбризкувати смолу.	Закляття	
spray_sludge	Spray Sludge		розбризкування багна			Здатність розбризкувати багно.	Закляття	
black_iron	black iron	Blackiron	чорне залізо			Матеріал або рівень якості спорядження.	Механіки	
forest	forest	forests	ліс			Лісовий тип місцевості.	Локації	
branch_weapon	branch weapon	Branch Weapons	зброя з гілки			Зброя з гілок.	Предмети	
wood	Wood		деревина			деревина як матеріал перешкоди	Предмети	
flammable	Flammable	[Flammable]	займистий			вразливість до вогню	Механіки	
brick	Brick		цегла			цегла як матеріал перешкоди	Предмети	
cordage	Cordage		мотуззя			волокнистий матеріал перешкоди	Предмети	
thicket	Thicket		зарості			густі зарості	Механіки	
force	Force		сила			силовий тип магії	Закляття	
brimstone	Brimstone		сірка			пекельний мінерал	Предмети	
summoning	Summoning	summoned	прикликання			прикликання	Механіки	
minion	Minion	minions	поплічник			прикликані поплічники	Істоти	
jewelry	jewelry		коштовності			ювелірні вироби	Предмети	
garbage	garbage		непотріб			непотріб як категорія вмісту	Предмети	
rift	rift	rifts	розлом			міжвимірні розломи	Механіки	
dimension	dimension		вимір			інший вимір	Локації	
combat	combat		бій			бій	Механіки	
enraged	enraged		розлючений			стан люті після загибелі союзника	Механіки	
maze	maze		лабіринт			кобольдський лабіринт	Локації	
puzzle	puzzle	puzzles	головоломка			головоломки лабіринту	Механіки	
lair	lair		лігво			лігво кокатрисів	Локації	
enchantment	enchantment	enchantments	зачарування			захисні зачарування	Механіки	
tunnel	tunnel	tunnels	тунель			тунелі лабіринту	Локації	
coin	coin	coins	монета			монети	Предмети	
satiation	Satiation		ситість			показник ситості	Механіки	
lesser_incubus	Lesser Incubus		нижчий інкуб			слабший різновид інкуба	Раси	
foocubus	Foocubus	Foocubi	фукуб			узагальнена назва сукуба або інкуба	Раси	
green_orb	Green Orb		зелена сфера			зелена сфера	Предмети	
red_orb	Red Orb		червона сфера			червона сфера	Предмети	
blue_orb	Blue Orb		синя сфера			синя сфера	Предмети	
ambush	ambush	ambushing|ambushes	засідка			тактика раптового нападу	Механіки	
geomancer	Geomancer	Geomancers	геомант			маги, що вивчають землю	Загальне	
adventurer	Adventurer	adventurers	шукач пригод			шукачі пригод у підземеллі	Загальне	
pylon	pylon	pylons	пілон			магічні пілони-пастки	Предмети	
location	location		місце			місце у світі гри	Локації	
durability	durability		міцність			міцність предмета	Механіки	
spell_memorization	spell memorization		вивчення закляття			вивчення закляття з книги	Механіки	
baron_herx_s_mercenary_army	Baron Herx's mercenary army		наймане військо барона Геркса			наймане військо Геркса	Фракції	
hamlet_miner	Hamlet miner	Hamlet miners	шахтар Гамлета			шахтарі Гамлета	Фракції	
recruit	recruit	Recruits|Recruited|recruitable	найм			найм союзника	Механіки	
lake	lake		озеро			озеро	Локації	
gatehouse_lever	gatehouse lever	gatehouse levers	важіль надбрамної споруди			важелі надбрамної споруди	Предмети	
amulet_of_olympic_swimming	amulet of olympic swimming		амулет олімпійського плавання			амулет олімпійського плавання	Предмети	
magic_user	magic-user	magic-users	користувач магії			користувачі магії	Загальне	
non_magic_user	non-magic user	Non-magic users	персонаж без магії			персонажі, що не користуються магією	Загальне	
gravity	gravity		сила тяжіння			дія сили тяжіння	Механіки	
death	death	Deaths	смерть			смерть персонажа	Механіки	
plant	plant	plants	рослина			рослини як елемент оточення	Загальне	
hydrophilic_flora	hydrophilic flora		водолюбна флора			водолюбна флора боліт	Загальне	
vegetation	vegetation		рослинність			рослинність боліт	Загальне	
psychosis	psychosis		психоз			негативний стан від споживання рослин	Механіки	
threat	threat	threats	загроза			небезпеки рівня	Механіки	
evil_god	evil god		злий бог			божество, якому поклоняються гобліни	Персонажі	
worship	worship		поклоніння			поклоніння божеству	Механіки	
secret_area	secret area	secret areas	таємна ділянка			приховані ділянки рівня	Локації	
organization	organization		організація			організоване об'єднання	Фракції	
miner	miner	miners	шахтар			шахтарі	Загальне	
bridge	bridge		міст			міст між шарами	Локації	
week	week	weeks	тиждень			одиниця часу	Механіки	
catacombs	catacombs		катакомби			катакомби Підземного світу	Локації	
reward	reward	rewards	нагорода			нагорода	Механіки	
fixture	fixture		обладнання			стаціонарний об'єкт приміщення	Предмети	
decanting	decanting		зливання			об'єднання зіль у казані	Механіки	
indigestion	indigestion	[Indigestion]	нетравлення			негативний ефект від їжі	Механіки	
mechanism	mechanism	mechanisms	механізм			механізми підземелля	Механіки	
access	access		доступ			доступ до ділянки	Механіки	
penalty	penalty		штраф			штраф до навички	Механіки	
base_ingredient	Base Ingredient		основний інгредієнт			основний алхімічний інгредієнт	Механіки	
main_hand	main-hand		основна рука			основна рука	Механіки	
area	Area	[Area]|areas	область			область дії закляття	Механіки	
self_effect	Self-effect		ефект на себе			ефект на заклинача	Механіки	
sustained	Sustained	[Sustained]	підтримуваний			підтримуване закляття	Механіки	
ground_target	Ground Target	[Ground Target]	ціль на землі			тип цілі закляття	Механіки	
wall_target	Wall Target	[Wall Target]	ціль на стіні			тип цілі закляття	Механіки	
touch_target	Touch Target	[Touch Target]	контактна ціль			тип цілі закляття	Механіки	
object_target	Object Target		ціль-об'єкт			тип цілі закляття	Механіки	
divine_target	Divine Target		божественна ціль			тип цілі закляття	Механіки	
lightweight	Lightweight	[Lightweight]	легкий			ефект малої ваги	Механіки	
waterbreathing	Waterbreathing	[Waterbreathing]	підводне дихання			дихання під водою	Механіки	
hunting	Hunting	[Hunting]	мисливський			мисливський модифікатор	Механіки	
armor_pierce	Armor Pierce	[Armor Pierce]	пробиття броні			пробиття броні	Механіки	
swift_reload	Swift Reload	[Swift Reload]	Швидке перезаряджання			прискорене перезаряджання	Механіки	
lesser_warning	Lesser Warning	[Lesser Warning]	Слабке попередження			слабше попередження про небезпеку	Механіки	
conflict	Conflict	[Conflict]	Ворожнеча			ефект ворожнечі	Механіки	
unbreakable	Unbreakable	[Unbreakable]	Незламність			незламність предмета	Механіки	
burning_resistance	Burning Resistance	[Burning Resistance]	Опір горінню			опір горінню	Механіки	
cold_resistance	Cold Resistance	[Cold Resistance]	Опір холоду			опір холоду	Механіки	
noodles	Noodles		Локшинка			ім’я качки	Персонажі	
quackers	Quackers		Крякер			ім’я качки	Персонажі	
billy	Billy		Біллі			ім’я качки	Персонажі	
verdana	Verdana		Вердана			ім’я качки	Персонажі	
quillard	Quillard		Квіллард			ім’я качки	Персонажі	
wingnut	Wingnut		Крилько			ім’я качки	Персонажі	
charlotte	Charlotte		Шарлотта			ім’я качки	Персонажі	
flip	Flip		Фліп			ім’я качки	Персонажі	
ducklas	Ducklas		Кряклас			ім’я качки	Персонажі	
quackson	Quackson		Кряксон			ім’я качки	Персонажі	
buzz	Buzz		Базз			ім’я качки	Персонажі	
plops	Plops		Плюх			ім’я качки	Персонажі	
llardo	Llardo		Салько			ім’я качки	Персонажі	
mal	Mal		Мал			ім’я качки	Персонажі	
bobby	Bobby		Боббі			ім’я качки	Персонажі	
guin	Guin		Гвін			ім’я качки	Персонажі	
byrd	Byrd		Берд			ім’я качки	Персонажі	
al	Al		Ел			ім’я качки	Персонажі	
echolas	Echolas		Еколас			ім’я качки	Персонажі	
peking	Peking		Пекін			ім’я качки	Персонажі	
swimbledon	Swimbledon		Свімблдон			ім’я качки	Персонажі	
moby	Moby		Мобі			ім’я качки	Персонажі	
rolly	Rolly		Роллі			ім’я качки	Персонажі	
drake	Drake		Дрейк			ім’я качки	Персонажі	
grapes	Grapes		Виноградинка			ім’я качки	Персонажі	
gordon	Gordon		Гордон			ім’я качки	Персонажі	
pato	Pato		Пато			ім’я качки	Персонажі	
canardo	Canardo		Канардо			ім’я качки	Персонажі	
anatra	Anatra		Анатра			ім’я качки	Персонажі	
anka	Anka		Анка			ім’я качки	Персонажі	
waddles	Waddles		Чалапко			ім’я качки	Персонажі	
wade	Wade		Вейд			ім’я качки	Персонажі	
hennifer	Hennifer		Генніфер			ім’я качки	Персонажі	
norris	Norris		Норріс			ім’я качки	Персонажі	
chan	Chan		Чан			ім’я качки	Персонажі	
paddy	Paddy		Педді			ім’я качки	Персонажі	
daphne	Daphne		Дафна			ім’я качки	Персонажі	
croucho	Croucho		Краучо			ім’я качки	Персонажі	
doodle	Doodle		Каракуля			ім’я качки	Персонажі	
tape	Tape		Скотч			ім’я качки	Персонажі	
muri	Muri		Мурі			ім’я качки	Персонажі	
activation	activation		активація			активація предмета	Механіки	
rate_of_fire	rate of fire		швидкострільність			швидкострільність	Механіки	
turn_rate	turn rate		швидкість повороту			швидкість повороту	Механіки	
target_acquisition	target acquisition		захоплення цілі			захоплення цілі	Механіки	
tile	tile		клітинка			одиниця відстані рівня	Механіки	
radius	radius		радіус			радіус дії	Механіки	
cooldown	cooldown		час відновлення			час відновлення	Механіки	
lure	lure	lures|[Lures]	приманювання			приманювання цілі	Механіки	
target	target	targets|target's	ціль			ціль	Механіки	
fragile	Fragile	[Fragile]	Крихкість			властивість крихкого спорядження	Механіки	
reload_time	reload time		час перезаряджання			час перезаряджання	Механіки	
life_saving	Life Saving		Порятунок життя			тег рятування життя	Механіки	
silver_quiver	silver quiver		срібний сагайдак			тег срібного сагайдака	Предмети	
piercing_quiver	piercing quiver		пробивний сагайдак			тег пробивного сагайдака	Предмети	
swift_quiver	swift quiver		швидкий сагайдак			тег швидкого сагайдака	Предмети	
brittle_shield	brittle shield		крихкий щит			тег крихкого щита	Предмети	
fire_quiver	fire quiver		вогняний сагайдак			тег вогняного сагайдака	Предмети	
knockback_quiver	knockback quiver		сагайдак відкидання			тег сагайдака відкидання	Предмети	
hunting_quiver	hunting quiver		мисливський сагайдак			тег мисливського сагайдака	Предмети	
crystal_quiver	crystal quiver		кришталевий сагайдак			тег кришталевого сагайдака	Предмети	
bleed_energize	Bleed Energize		Енергія від кровотечі			тег отримання енергії від кровотечі	Механіки	
chef	Chef		кухар			тег ефекту кухаря	Класи	
inspiration	Inspiration	[Inspiration]	Натхнення			тег натхнення	Механіки	
celebration	Celebration	[Celebration]	Святкування			тег святкування	Механіки	
follower_damage_resistance	Follower Damage Resistance		Опір шкоді послідовників			тег опору шкоді для послідовників	Механіки	
guardian_cloak	guardian cloak		плащ охоронця			тег плаща-охоронця	Предмети	
rooted	Rooted	[Rooted]	Укорінення			тег укорінення	Механіки	
tile_radius	tile radius		радіус у клітинках			радіус дії у клітинках	Механіки	
mana_efficiency	mana efficiency		ефективність мани			ефективність витрати мани	Механіки	
static	Static	[Static]	Статичний заряд			заряд статичної електрики	Механіки	
lifesteal	Lifesteal	[Lifesteal]	Викрадення здоров'я			викрадення здоров'я	Механіки	
webbed	Webbed	[Webbed]	Обплутання павутиною			стан обплутування павутиною	Механіки	
nullify	Nullify	[Nullify]	Нейтралізація			пригнічення магічних ефектів	Механіки	
provoke	Provoke	[Provoke]	Провокація			ефект провокації	Механіки	
disoriented	Disoriented	[Disoriented]	Дезорієнтація			стан дезорієнтації	Механіки	
ground	Ground		земля			поверхня, на якій лежать предмети	Механіки	
flight	Flight		Політ			механіка польоту	Механіки	
racial_traits	racial traits		расові особливості			расові особливості	Раси	
phases	Phases	[Phases]	Фазування			проходження крізь перешкоди	Механіки	
ice_spine	Ice Spine	[Ice Spines]	крижаний шип			крижані шипи, створені закляттям	Предмети	
hazard	hazard		небезпека			небезпечна перешкода	Механіки	
ac_res	AC / RES	[AC / RES]	КЗ / ОПР			показники броні та магічного опору	Механіки	
tiered_effect	Tiered Effect		Рівневий ефект			ефект із рівнями сили	Механіки	
wrath	Wrath	[Wrath]	Гнів			ефект божественного гніву	Механіки	
breakable	breakable		руйнований			руйнівний об'єкт	Механіки	
vision	vision	visions	видіння			магічне виявлення	Механіки	
treasure_sight	Treasure Sight	[Treasure Sight]	бачення скарбів			ефект виявлення скарбів	Механіки	
turning	Turning	[Turning]	вигнання			ефект вигнання нежиті	Механіки	
unholy	Unholy		нечестивий			нечестивий тип істоти	Механіки	
hp_restore	HP Restore	[HP Restore]	відновлення ОЗ			відновлення здоров’я з часом	Механіки	
immunity	Immunity	[Immunity]	імунітет			несприйнятливість до ефектів	Механіки	
enhance	Enhance	[Enhance]	посилення			ефект посилення характеристик	Механіки	
torment	Torment	[Torment]	мука			негативний статусний ефект	Механіки	
void_storage	Void Storage	[Void Storage]	сховище Порожнечі			позапросторове сховище	Механіки	
undying	Undying	[Undying]	невмирущість			ефект тимчасового безсмертя	Механіки	
lesser_haunting	Lesser Haunting	[Lesser Haunting]	слабке переслідування			ефект слабшого переслідування	Механіки	
greater_haunting	Greater Haunting	[Greater Haunting]	посилене переслідування			посилений ефект переслідування	Закляття	
retreat	Retreat	[Retreat]	відступ			примусовий відступ	Механіки	
wgt_reduction	WGT Reduction	[WGT Reduction]	зниження ваги			зменшення ваги	Механіки	
attract	Attract	[Attracts]	притягання			притягування предметів	Механіки	
destroy	Destroy	[Destroy]|Destroys	знищення			знищення об'єкта	Механіки	
enchant	Enchant	[Enchants]	зачарування			накладання чарів	Механіки	
null_magic	Null Magic	[Null Magic]	нейтралізація магії			поле придушення магії	Закляття	
advancement	advancement		розвиток			прогрес розвитку навички	Механіки	
nullified	Nullified		нейтралізований			стан нейтралізованої цілі	Механіки	
drunk	Drunk	[Drunk]|Drunks|drunkenness	сп'яніння			стан сп'яніння	Механіки	
key_item	Key Item		ключовий предмет			ключовий сюжетний предмет	Предмети	
dusted	Dusted		запилення			стан покриття спорами	Механіки	
visibility	visibility		видимість			видимість істоти	Механіки	
letter	letter		лист			лист як предмет	Предмети	
disorient	Disorient	[Disorient]	дезорієнтація			ефект дезорієнтації	Механіки	
retaliation	Retaliation	[Retaliation]	удар у відповідь			ефект удару у відповідь	Механіки	
invulnerability	Invulnerability	[Invulnerability]	невразливість			ефект невразливості	Механіки	
fowl_spirit	Fowl Spirit	[Fowl Spirit]	пташиний дух			форма духа-птаха	Істоти	
damage_resistance	Damage Resistance	[Damage Resistance]|damage resistances	опір пошкодженням			опір пошкодженню	Механіки	
pacify	Pacify	[Pacify]	умиротворення			ефект умиротворення	Механіки	
returned	Returned	[Returned]	відбиття			ефект повернення шкоди	Механіки	
nourished	Nourished	[Nourished]	ситість			стан ситості	Механіки	
break	Break	[Breaks]	ламання			ламання обладунку	Механіки	
not_yet_learnable	Not Yet Learnable	[Not yet learnable]	ще не можна вивчити			стан недоступності для вивчення	Механіки	
learnable	Learnable	[Learnable]	можна вивчити			стан доступності для вивчення	Механіки	
unlearnable	Unlearnable	[Unlearnable]	неможливо вивчити			стан неможливості вивчення	Механіки	
spell_already_known	Spell Already Known	[Spell already known]	закляття вже відоме			стан уже вивченого закляття	Механіки	
messy	Messy	[Messy]	забруднення			стан забруднення	Механіки	
upgradeable	Upgradeable	[Upgradeable]	можна поліпшити			стан можливості поліпшення	Механіки	
irrepairable	Irrepairable	[Irrepairable]	не підлягає ремонту			стан неможливості ремонту	Механіки	
digging	Digging	[Digging]	копання			копання	Механіки	
push	Push	[Push]	відштовхування			ефект відштовхування	Механіки	
revival	Revival	[Revival]	відродження			ефект відродження	Механіки	
snow	Snow	[Snow]	сніг			закляття снігу	Закляття	
sandblast	Sandblast	[Sandblast]	піщаний удар			закляття піщаного удару	Закляття	
arcs	Arcs	[Arcs]	електричні дуги			закляття електричних дуг	Закляття	
needles	Needles	[Needles]	голки			закляття голок	Закляття	
critical_speed	Critical Speed		критична швидкість			швидкість критичної дії	Механіки	
trap_resistance	Trap Resistance	[Trap Resistance]	опір пасткам			опір пасткам	Механіки	
mp_regen	MP Regen	[MP Regen]	відновлення ОМ			відновлення мани	Механіки	
shapeshifted	Shapeshifted	[Shapeshifted]	змінена форма			стан зміненої форми	Механіки	
stability	Stability	[Stability]	стійкість			ефект стійкості	Механіки	
touch_distance_cast_speed	Touch Distance/Cast Speed	[Touch Distance/Cast Speed]	дальність дотику/швидкість чаклування			дальність дотику та швидкість чаклування	Механіки	
touch_distance	Touch Distance	[Touch Distance]	дальність дотику			дальність контактних заклять	Механіки	
touch_spell	Touch Spell	Touch spells	контактне закляття			категорія контактних заклять	Закляття	
debuff	Debuff	debuffs	негативний ефект			негативний ефект	Механіки	
deploy_speed	Deploy Speed	[Deploy Speed]	швидкість установлення			швидкість установлення пристроїв	Механіки	
neutrality	Neutrality	[Neutrality]	нейтральність			ефект нейтральності істот	Механіки	
sneak_vision	Sneak Vision	[Sneak Vision]	огляд крадькома			огляд під час прихованого пересування	Механіки	
disguise	Disguise	[Disguise]	маскування			ефект маскування	Механіки	
boulder_resistance	Boulder Resistance	[Boulder Resistance]	опір валунам			опір шкоді від валунів	Механіки	
backstep	Backstep		відступ			рух назад	Механіки	
gold_weight_reduction	Gold Weight Reduction	[Gold Weight Reduction]	зменшення ваги золота			зменшення ваги золота	Механіки	
splash_immunity	Splash Immunity	[Splash Immunity]	імунітет до бризок			імунітет до бризок і вибухів	Механіки	
distance	Distance	[Distance]	дальність			дальність атаки	Механіки	
draw_speed	Draw Speed	[Draw Speed]	швидкість натягування			швидкість натягування лука	Механіки	
melee_weapon	Melee Weapon	[Melee Weapon]	зброя ближнього бою			навичка зброї ближнього бою	Механіки	
hunger_speed	Hunger Speed	[Hunger Speed]	швидкість голодування			швидкість зростання голоду	Механіки	
food_satiation	Food Satiation	[Food Satiation]	ситність їжі			насичення від їжі	Механіки	
regenerating	Regenerating	[Regenerating]	регенерація			стан регенерації	Механіки	
hp_restoration	HP Restoration	[HP Restoration]	відновлення ОЗ			відновлення очок здоров'я	Механіки	
nausea_resistance	Nausea Resistance	[Nausea Resistance]	опір нудоті			опір нудоті	Механіки	
interacting	Interacting	[Interacting]	взаємодія			взаємодія з ігровим об'єктом	Механіки	
riposte	Riposte	[Riposte]|Ripostes	рипост			контратака після захисту	Механіки	
disarming_strike	Disarming Strike		обеззброювальний удар			удар, що обеззброює	Механіки	
disarm	Disarm		обеззброєння			механіка обеззброєння	Механіки	
immobile	Immobile	[Immobile]	нерухомість			стан нерухомості	Механіки	
throwable	Throwable	[Throwable]	метальний			властивість предмета, який можна кинути	Механіки	
dracula	Dracula		Дракула			ім'я персонажа	Персонажі	
mp_restore	MP Restore	[MP Restore]|MP Restoration	відновлення ОМ			відновлення магії	Механіки	
heavy	Heavy	[Heavy]	важкий			властивість важкого предмета	Механіки	
identity	Identity	[Identity]	особа			ідентичність персонажа	Механіки	
sleep_bomb	sleep bomb		бомба сну			бомба сну	Предмети	
artifact_armor	Artifact Armor		артефактні обладунки			комплект артефактної броні	Предмети	
executioner_s_hood	Executioner's Hood		каптур ката			назва головного убору	Предмети	
crossbow_sentry	crossbow sentry		арбалетна турель			арбалетна механічна турель	Істоти	
magic_sentry	magic sentry		магічна турель			магічна механічна турель	Істоти	
gyrocopter	gyrocopter		гірокоптер			механічний літальний помічник	Істоти	
master_s_wing	Master's Wing		Крило майстра			крило Зали випробувань	Локації	
superheated	superheated		перегрітий			стан перегріву	Механіки	
worthless_glass	Worthless Glass		безвартісне скло			коштовний камінь-підробка	Предмети	
magic_quill	Magic Quill		магічне перо			магічне перо	Предмети	
skeleton_familiar	Skeleton Familiar	Skeleton Familiars	скелет-фамільяр			викликаний скелет-фамільяр	Істоти	
odin	Odin	Odin's	Одін			власник легендарного списа	Персонажі	
swift_ammunition	swift ammunition		швидкі боєприпаси			швидкі боєприпаси	Предмети	
scrap	Scrap		брухт			ресурс майстрування	Предмети	
essence	Essence		есенція			ресурс майстрування	Предмети	
tinkering_toolkit	Tinkering Toolkit	Tinkering Toolkits	набір інструментів майстра			набір інструментів майстра	Предмети	
young_vampire	Young Vampire		молодий вампір			молодий вампір	Істоти	
deceased	Deceased		загиблий			стан загиблого гравця	Механіки	
teleporter	teleporter		телепорт			пристрій телепортації	Предмети	
compendium	Compendium		Довідник			внутрішньоігровий довідник	Механіки	
compendium_entry	Compendium Entry		запис довідника			запис ігрового довідника	Механіки	
bardic_song	Bardic Song		бардова пісня			пісня барда	Механіки	
holy_symbol	Holy Symbol		священний символ			священний символ	Предмети	
bard_song	Bard Song		пісня барда			пісня барда	Механіки	
fire_creature	fire creature		вогняна істота			вогняна істота	Істоти	
seasoned_ration	seasoned ration		приправлений пайок			приправлений харчовий пайок	Предмети	
myconid_mushroom	Myconid Mushroom	Myconid Mushrooms	гриб міконоїда			урожай міконоїда	Предмети	
dryad_nut	Dryad Nut	Dryad Nuts	горіх дріади			урожай дріади	Предмети	
radiant	Radiant		сяйний			стан саламандри	Механіки	
stony	Stony		кам'яний			стан саламандри	Механіки	
null	Null	Null spells	нейтралізація			закляття нейтралізації магії	Закляття	
sorcery_focus	Sorcery Focus	Sorcery Foci	чаклунський фокус			магічні фокуси чаклунства	Предмети	
hp_regen	HP Regen		відновлення ОЗ			модифікатор відновлення здоров’я	Механіки	
baphomet_s_domain	Baphomet's Domain		Володіння Бафомета			володіння Бафомета	Локації	
sanctum	Sanctum		Святилище			Святилище	Локації	
alcoholism	Alcoholism		алкоголізм			расовий стан алкогольної залежності	Механіки	
salvage	Salvage	[Salvage]|salvaged|salvaging	утилізація			назва вродженого закляття	Закляття	
growth	Growth		зростання			показник зростання	Механіки	
dmg	DMG		ШКД			скорочення від «шкода»; в оригіналі DMG	Механіки	
clown	Clown	Clowns	клоун			клоуни як цілі кремових пирогів	Істоти	
barrier	barrier	Barriers	перепона			руйнівні перепони	Предмети	
spell_trap	spell trap	Spell Traps	пастка заклять			пастки, що застосовують закляття	Предмети	
proficiency_roll	Proficiency Roll	Proficiency Rolls	перевірка вправності			перевірки підвищення характеристики	Механіки	
lvl	LVL	LVLs	РІВ			скорочення від «рівень»; в оригіналі LVL	Механіки	
fizzle	Fizzle	Fizzles	зрив			невдале спрацьовування закляття	Механіки	
hexed	hexed		зурочений			стан дії прокляття	Механіки	
ritual	Ritual	Rituals	ритуал			ігрові ритуали	Механіки	
restoration	Restoration		відновлення			відновлювальний позитивний ефект	Механіки	
red_riding_hood	Red Riding Hood		Червона Шапочка			іменована NPC	Персонажі	
robin_hood	Robin Hood		Робін Гуд			іменований NPC	Персонажі	
conan_the_barbarian	Conan the Barbarian		Конан-варвар			іменований NPC	Персонажі	
othello	Othello		Отелло			іменований NPC	Персонажі	
anansi	Anansi		Анансі			іменований NPC	Персонажі	
oya	Oya		Оя			іменована NPC	Персонажі	
vishpala	Vishpala		Вішпала			іменована NPC	Персонажі	
kali	Kali		Калі			іменована NPC	Персонажі	
zap_brigadier	ZAP Brigadier		Бригадир ZAP			іменований NPC	Персонажі	
skeleton_knight	Skeleton Knight		лицар-скелет			різновид скелета	Істоти	
skeleton_sentinel	Skeleton Sentinel		скелетний вартовий			різновид скелета	Істоти	
golem	Golem		голем			коротка назва кристального голема	Істоти	
johann	Johann		Йоганн			іменований монстр	Персонажі	
gyro	Gyro		Джайро			коротка назва гіроробота	Істоти	
dummy	Dummy		манекен			коротка назва тренувального робота	Істоти	
sherman	Sherman		Шерман			ім'я персонажа	Персонажі	
phrenes	Phrenes		Френес			частина назви братства	Фракції	
zymon	Zymon		Зімон			частина назви братства	Фракції	
rheontes	Rheontes		Реонтес			частина назви братства	Фракції	
balrog	Balrog	Balrog's	балрог			балрог	Істоти	
balrog_s_grog_storage	Balrog's Grog Storage		Сховище грогу Балрога			іменоване сховище грогу	Локації	
basileus_brew	Basileus Brew		вариво Басілея			іменований напій	Предмети	
sthenos	Sthenos		Стенос			частина назви братства	Фракції	
kratesis	Kratesis		Кратесіс			частина назви братства	Фракції	
ypistos	Ypistos		Іпістос			частина назви братства	Фракції	
trophy_viewing_room	Trophy Viewing Room		Зала огляду трофеїв			кімната огляду трофеїв	Локації	
thorubos	Thorubos		Торубос			частина назви братства	Фракції	
xenos	Xenos		Ксенос			частина назви братства	Фракції	
omilos	Omilos		Омілос			частина назви братства	Фракції	
damien_the_mascot_s_room	Damien the Mascot's Room		Кімната маскота Демієна			іменована кімната Демієна	Локації	
latin_quarter	Latin Quarter		Латинський квартал			Латинський квартал	Локації	
